A3301	1140	184	163	0.0	0.015210707143377558	0.6744011422078338	4.33527278113998e-152
A2902	160	68	73	0.0	0.0258655555444584	0.7400291922032929	5.169750541222861e-29
B5701	59	11	1	0.0	0.01533212706183895	0.5371332505775684	1.1539346714284091e-05
A0202	1447	650	731	0.0	0.018901078314665462	0.7628700775432362	5.7687396562907005e-276
B4001	1078	40	1	0.0	0.005037295236569177	0.5351641800746805	6.530154963207534e-81
A2601	672	53	25	0.0	0.01033786187937413	0.5466605686175514	1.2552205230273512e-53
B4501	114	49	40	0.0	0.0063941187749023635	0.7525742199786869	4.739566293097329e-22
A0201	3089	1181	1324	0.0	0.016917537308034716	0.8002519123673058	0.0
A3001	669	77	77	0.0	0.01401606160647298	0.6522996234033634	2.5057191894963046e-82
A0301	2094	517	455	0.0	0.014844344357362593	0.7320981581409572	0.0
A0203	1443	639	734	0.0	0.017793012903721955	0.7832879566740065	8.654284560934843e-300
A6901	833	86	28	0.0	0.012648607882574592	0.49035668827994283	1.3216355321967604e-51
B3501	736	211	170	0.0	0.022683670248309626	0.6197574896004465	2.6680588150260516e-79
B4402	119	44	32	0.0	0.009920747633278727	0.6297299726129771	1.6961995762489277e-14
B5301	254	106	111	0.0	0.028796561721496895	0.7133048346910387	8.790824359663642e-41
A3101	1869	427	364	0.0	0.014525517539007294	0.7497594851634917	0.0
A2301	104	49	46	0.0	0.03134426924804124	0.602287191038784	1.3474848861157536e-11
B1801	118	47	47	0.0	0.011264695793836021	0.6847042980882685	1.239414318580783e-17
A3002	92	29	23	0.0	0.030788959596267297	0.40915972227057085	5.129921223697548e-05
B5801	988	104	85	0.0	0.009736908456585102	0.6833114141450066	7.59685336544214e-137
B0702	1262	208	219	0.0	0.011110478531740776	0.7526370715879677	6.332608180183558e-231
A0206	1437	514	513	0.0	0.01697727786710274	0.7749048075422789	3.466262286491652e-288
B2705	969	56	20	0.0	0.004542844758057041	0.6617048105144443	4.367232944425632e-123
B5101	244	85	94	0.0	0.02997954723757248	0.652920018914654	4.929584236869437e-31
B1501	978	179	70	0.0	0.00819575569994597	0.7059125336858783	2.34069959686019e-148
B4002	118	39	20	0.0	0.011745246477598111	0.6493299268858383	1.8170192169455923e-15
A2403	254	29	38	0.0	0.025570854902280518	0.4985560351622906	2.2955667917185776e-17
A0101	1157	103	44	0.0	0.008503186571780952	0.6419809598870978	2.081484249213308e-135
A1101	1985	695	702	0.0	0.015714251552721006	0.7907404722176531	0.0
A6801	1141	498	541	0.0	0.018734397510407425	0.7542360377169508	2.5353325103516842e-210
B5401	255	81	94	0.0	0.025557609476480576	0.7154128252718324	2.816159956353093e-41
B0801	708	21	0	0.0	0.004372639224091662	0.4092483708985031	5.766883286039915e-30
B4403	119	34	24	0.0	0.00674034923088592	0.7668963036052634	2.774186234288705e-24
A2402	197	99	102	0.0	0.026593024925158894	0.5800038338415675	4.209951584655205e-19
A6802	1434	397	412	0.0	0.017119596655556048	0.7328364531517197	9.583510094625503e-242
A3301	1140	184	163	0.001	0.015209797803994759	0.6744093712956534	4.285288543164243e-152
A2902	160	68	73	0.001	0.02585442373032213	0.7400726390925871	5.111719324027072e-29
B5701	59	11	1	0.001	0.01532827484549635	0.5373352082905152	1.1435589227736147e-05
A0202	1447	650	731	0.001	0.018900339476736774	0.762876417736372	5.673044485250621e-276
B4001	1078	40	1	0.001	0.0050369654452933855	0.5351804808932676	6.444623103727952e-81
A2601	672	53	25	0.001	0.01033601533291725	0.5466960882545611	1.2320649767171545e-53
B4501	114	49	40	0.001	0.00639153294874813	0.7526664209660153	4.654809735347385e-22
A0201	3089	1181	1324	0.001	0.016917391161728454	0.8002532423387743	0.0
A3001	669	77	77	0.001	0.014013508532250972	0.6523314925958794	2.4458449921604913e-82
A0301	2094	517	455	0.001	0.014844090651023168	0.7321011095831612	0.0
A0203	1443	639	734	0.001	0.01779226769082233	0.7832925328269678	8.539335097001454e-300
A6901	833	86	28	0.001	0.012647214061474224	0.49037502821228696	1.3086467642841827e-51
B3501	736	211	170	0.001	0.022679945103598588	0.6197921395997278	2.6004946689236942e-79
B4402	119	44	32	0.001	0.009916937920990257	0.6298496489189411	1.6712843485883683e-14
B5301	254	106	111	0.001	0.028783385714620285	0.7133809907235801	8.548275359667057e-41
A3101	1869	427	364	0.001	0.014525240374877933	0.7497624742019842	0.0
A2301	104	49	46	0.001	0.03133775386364762	0.6023362549008275	1.3410219809223007e-11
B1801	118	47	47	0.001	0.011260059646036432	0.6848305777716723	1.2160086282394454e-17
A3002	92	29	23	0.001	0.03077778878065809	0.4093257364793725	5.090532153661052e-05
B5801	988	104	85	0.001	0.009736081076064808	0.6833242801599102	7.474177874676227e-137
B0702	1262	208	219	0.001	0.011110026452459301	0.7526451078120129	6.222194816176595e-231
A0206	1437	514	513	0.001	0.01697670387964607	0.7749062678991181	3.452195362503292e-288
B2705	969	56	20	0.001	0.004542528373246226	0.6617179480754206	4.30232480228485e-123
B5101	244	85	94	0.001	0.02996682965672958	0.6529894004331811	4.8357627263178825e-31
B1501	978	179	70	0.001	0.00819509644518481	0.7059266578639223	2.295687878844502e-148
B4002	118	39	20	0.001	0.011742024055362895	0.6494574971339186	1.7867363363622103e-15
A2403	254	29	38	0.001	0.025560689896543292	0.4986095911382295	2.2748646986391958e-17
A0101	1157	103	44	0.001	0.008502721223690484	0.6419932787774647	2.0493517549779952e-135
A1101	1985	695	702	0.001	0.015713948716571207	0.7907432959417784	0.0
A6801	1141	498	541	0.001	0.018733537711793515	0.7542410616259221	2.5100615789558676e-210
B5401	255	81	94	0.001	0.025548373160666507	0.7154569062190985	2.7703357605739943e-41
B0801	708	21	0	0.001	0.004371794801577212	0.40929867533110237	5.666382591744379e-30
B4403	119	34	24	0.001	0.006738538858395174	0.7669639238394899	2.7333774400756604e-24
A2402	197	99	102	0.001	0.026581870795776046	0.580098317328402	4.1420336744188796e-19
A6802	1434	397	412	0.001	0.0171189954640123	0.7328412939902307	9.478858981164562e-242
A3301	1140	184	163	0.01	0.015201680392687909	0.6744827094225119	3.864457169441588e-152
A2902	160	68	73	0.01	0.025755632818468065	0.7404587523853305	4.623326702432418e-29
B5701	59	11	1	0.01	0.015294420685834215	0.5391308122980702	1.0550444542394981e-05
A0202	1447	650	731	0.01	0.018893734451949782	0.7629330725284824	4.885281396779285e-276
